ob_above_pip_1m,ob_above_thickness_pip_1m,ob_below_pip_1m,ob_below_thickness_pip_1m,fvg_above_pip_1m,fvg_above_size_pip_1m,fvg_below_pip_1m,fvg_below_size_pip_1m,fib_0_pip_1m,fib_236_pip_1m,fib_382_pip_1m,fib_500_pip_1m,fib_618_pip_1m,fib_786_pip_1m,fib_1000_pip_1m,vwap_pip_1m,vwap_u1_pip_1m,vwap_l1_pip_1m,vwap_u2_pip_1m,vwap_l2_pip_1m,vwap_band1_thickness_pip_1m,vwap_band2_thickness_pip_1m,vp_poc_pip_1m,vp_vah_pip_1m,vp_val_pip_1m,vp_va_thickness_pip_1m,mtf_pdh_pip_1m,mtf_pdl_pip_1m,mtf_pwh_pip_1m,mtf_pwl_pip_1m,structure_above_pip_1m,structure_above_kind_1m,structure_below_pip_1m,structure_below_kind_1m,eq_above_pip_1m,eq_above_kind_1m,eq_below_pip_1m,eq_below_kind_1m,ob_above_pip_10m,ob_above_thickness_pip_10m,ob_below_pip_10m,ob_below_thickness_pip_10m,fvg_above_pip_10m,fvg_above_size_pip_10m,fvg_below_pip_10m,fvg_below_size_pip_10m,fib_0_pip_10m,fib_236_pip_10m,fib_382_pip_10m,fib_500_pip_10m,fib_618_pip_10m,fib_786_pip_10m,fib_1000_pip_10m,vwap_pip_10m,vwap_u1_pip_10m,vwap_l1_pip_10m,vwap_u2_pip_10m,vwap_l2_pip_10m,vwap_band1_thickness_pip_10m,vwap_band2_thickness_pip_10m,vp_poc_pip_10m,vp_vah_pip_10m,vp_val_pip_10m,vp_va_thickness_pip_10m,mtf_pdh_pip_10m,mtf_pdl_pip_10m,mtf_pwh_pip_10m,mtf_pwl_pip_10m,structure_above_pip_10m,structure_above_kind_10m,structure_below_pip_10m,structure_below_kind_10m,eq_above_pip_10m,eq_above_kind_10m,eq_below_pip_10m,eq_below_kind_10m,ob_above_pip_1h,ob_above_thickness_pip_1h,ob_below_pip_1h,ob_below_thickness_pip_1h,fvg_above_pip_1h,fvg_above_size_pip_1h,fvg_below_pip_1h,fvg_below_size_pip_1h,fib_0_pip_1h,fib_236_pip_1h,fib_382_pip_1h,fib_500_pip_1h,fib_618_pip_1h,fib_786_pip_1h,fib_1000_pip_1h,vwap_pip_1h,vwap_u1_pip_1h,vwap_l1_pip_1h,vwap_u2_pip_1h,vwap_l2_pip_1h,vwap_band1_thickness_pip_1h,vwap_band2_thickness_pip_1h,vp_poc_pip_1h,vp_vah_pip_1h,vp_val_pip_1h,vp_va_thickness_pip_1h,mtf_pdh_pip_1h,mtf_pdl_pip_1h,mtf_pwh_pip_1h,mtf_pwl_pip_1h,structure_above_pip_1h,structure_above_kind_1h,structure_below_pip_1h,structure_below_kind_1h,eq_above_pip_1h,eq_above_kind_1h,eq_below_pip_1h,eq_below_kind_1h,atr_1m,volume_1m,ema9_volume_1m,trails_3m,trails_5m,trails_10m,trails_15m
54,96,201.5,79,,,113.5,97,266,87.820000000007,22.4100000000035,111.5,200.589999999997,327.429999999993,489,1322.86118593869,343.586774750525,2302.13559712685,635.687636437622,3281.410008315,1958.54882237632,3917.09764475263,16.6133333333273,197.399999999994,1946.21333333333,2143.61333333333,5805,5061,5989,685,57,BOS,-5,CHoCH,,NONE,,NONE,2506,146,,,,,337.5,551,375,539.263999999996,1104.868,1562,2019.132,2669.96400000001,3499,488.377374814285,2010.05471580364,1033.29996617507,3531.73205679299,2554.97730716442,3043.3546819787,6086.70936395739,1303.12,2988.43999999999,295.773333333345,3284.21333333333,5805,5061,5989,685,1,CHoCH,-81,BOS,,NONE,,NONE,2553,860,5336.5,403,1460.5,1325,,,2983,2468.75599999999,2150.622,1893.5,1636.378,1270.306,804,4103.55609920976,3433.31635846158,11640.4285568811,10970.1888161329,19177.3010145524,15073.7449153427,30147.4898306854,905.146666666667,6618.54666666666,8236.29333333333,14854.84,5805,5061,5989,685,56,CHoCH,-309,BOS,,NONE,,NONE,25.9212204773467,251,178.210364260765,0,0,0,0
217.666666666672,68,409.333333333328,248,20.6666666666715,56,,,570.666666666672,424.346666666665,333.826666666675,260.666666666672,187.506666666668,83.3466666666645,49.3333333333285,4.15338981730747,435.95706211013,427.650282475515,867.760734402938,859.453954768323,863.607344585636,1727.21468917127,523.306666666671,651.839999999997,350.720000000001,1002.56,6325.66666666667,5581.66666666667,6509.66666666667,1205.66666666667,30.6666666666715,BOS,-18.3333333333285,CHoCH,,NONE,,NONE,3026.66666666667,146,,,183.166666666672,551,1255.83333333333,117,895.666666666672,18.5973333333241,584.201333333331,1041.33333333333,1498.46533333333,2149.29733333334,2978.33333333333,1042.44805377968,2563.51105863441,478.614951075055,4084.57406348914,1999.67795592979,3042.12600970946,6084.25201941892,1823.78666666667,3509.10666666666,354.533333333326,3154.57333333333,6325.66666666667,5581.66666666667,6509.66666666667,1205.66666666667,211.666666666672,BOS,,NONE,,NONE,,NONE,3073.66666666667,860,4815.83333333333,403,1981.16666666667,1325,,,3503.66666666667,2989.42266666667,2671.28866666667,2414.16666666667,2157.04466666667,1790.97266666667,1324.66666666667,3581.66976658668,3954.34209193384,11117.6816251072,11490.3539504544,18653.6934836277,15072.023717041,30144.0474340821,1425.81333333334,7139.21333333333,7715.62666666666,14854.84,6325.66666666667,5581.66666666667,6509.66666666667,1205.66666666667,72.6666666666715,CHoCH,-110.333333333328,BOS,,NONE,,NONE,15.2339494303161,155,135.235051899295,0,0,0,0
59.6666666666715,72,40.3333333333285,68,23.1666666666715,1,118.333333333328,48,312.666666666672,166.346666666665,75.826666666675,2.66666666667152,70.493333333332,174.653333333335,307.333333333328,156.459666208393,217.798353980528,530.717686397315,592.056374169464,904.97570658625,748.516040377854,1497.03208075571,268.759999999966,389.466666666587,444.506666666741,833.973333333328,6067.66666666667,5323.66666666667,6251.66666666667,947.666666666672,4.66666666667152,CHoCH,-42.3333333333285,CHoCH,,NONE,,NONE,2768.66666666667,146,,,,,74.8333333333285,551,637.666666666672,276.597333333324,842.201333333331,1299.33333333333,1756.46533333333,2407.29733333334,3236.33333333333,787.427201603772,2308.91920070902,734.064797501473,3830.41119981428,2255.55679660673,3042.9839982105,6085.967996421,1565.78666666667,3251.10666666666,96.5333333333256,3154.57333333333,6067.66666666667,5323.66666666667,6251.66666666667,947.666666666672,181.666666666672,BOS,-46.3333333333285,BOS,,NONE,,NONE,2815.66666666667,860,5073.83333333333,403,1723.16666666667,1325,,,3245.66666666667,2731.42266666667,2413.28866666667,2156.16666666667,1899.04466666667,1532.97266666667,1066.66666666667,3838.75765842338,3696.53530872689,11374.0506255736,11231.8282758772,18909.3435927239,15070.5859343005,30141.1718686011,1167.81333333334,6881.21333333333,7973.62666666666,14854.84,6067.66666666667,5323.66666666667,6251.66666666667,947.666666666672,318.666666666672,CHoCH,-46.3333333333285,BOS,,NONE,,NONE,14.6592791050951,224,100.719688949488,0,0,0,0
279.166666666672,73,,,102.166666666672,53,,,709.666666666672,628.482666666678,578.258666666676,537.666666666672,497.074666666667,439.282666666666,365.666666666672,720.892448208906,1007.33931883991,434.445577577906,1293.78618947089,147.998706946921,572.893741261991,1145.78748252398,567.546666666647,1041.78666666659,467.226666666655,574.559999999939,6739.66666666667,5995.66666666667,6923.66666666667,1619.66666666667,65.6666666666715,CHoCH,,NONE,,NONE,,NONE,626.166666666672,167,,,,,841.833333333328,117,1309.66666666667,395.402666666676,170.201333333331,627.333333333328,1084.46533333333,1735.29733333334,2564.33333333333,1458.97542463859,2995.13014477947,77.1792955022975,4531.28486492035,1613.33401564318,3072.30944028177,6144.61888056354,2237.78666666667,3923.10666666666,682.106666666659,3241,6739.66666666667,5995.66666666667,6923.66666666667,1619.66666666667,365.666666666672,CHoCH,,NONE,,NONE,,NONE,3487.66666666667,860,4401.83333333333,403,2395.16666666667,1325,,,2564.33333333333,1034.58133333334,88.2093333333323,676.666666666672,1441.54266666668,2530.51866666667,3917.66666666667,3165.18185684575,4368.777748498,10699.1414621895,11902.7373538418,18233.1010675333,15067.9192106875,30135.838421375,1839.81333333334,7553.21333333333,7301.62666666666,14854.84,6739.66666666667,5995.66666666667,6923.66666666667,1619.66666666667,64.6666666666715,BOS,-216.333333333328,BOS,,NONE,,NONE,18.2982100422963,452,203.846897303783,1,1,1,1
299.5,73,,,122.5,53,,,730,648.816000000006,598.592000000004,558,517.407999999996,459.615999999995,386,733.49148931849,1024.82780830638,442.155170330603,1316.16412729427,150.818851342716,582.67263797578,1165.34527595156,593.133333333317,1086.3333333333,510.93333333332,575.39999999998,6760,6016,6944,1640,86,CHoCH,,NONE,,NONE,,NONE,646.5,167,,,,,821.5,117,1330,415.736000000004,149.868000000002,607,1064.132,1714.96400000001,2544,1479.30875797191,3015.4634781128,56.845962168969,4551.61819825368,1593.00068230985,3072.30944028177,6144.61888056354,2258.12,3943.43999999999,702.439999999988,3241,6760,6016,6944,1640,386,CHoCH,,NONE,,NONE,,NONE,3508,860,4381.5,403,2415.5,1325,,,2544,1014.24800000001,67.8760000000038,697,1461.876,2550.852,3938,3144.84852351242,4389.11108183133,10678.8081288562,11923.0706871751,18212.7677341999,15067.9192106875,30135.838421375,1860.14666666667,7573.54666666666,7281.29333333333,14854.84,6760,6016,6944,1640,85,BOS,-196,BOS,,NONE,,NONE,18.2769093249895,130,189.077517843026,0,0,0,0
299.5,73,,,122.5,53,,,730,648.816000000006,598.592000000004,558,517.407999999996,459.615999999995,386,733.49148931849,1024.82780830638,442.155170330603,1316.16412729427,150.818851342716,582.67263797578,1165.34527595156,593.133333333317,1086.3333333333,510.93333333332,575.39999999998,6760,6016,6944,1640,86,CHoCH,,NONE,,NONE,,NONE,646.5,167,,,,,821.5,117,1330,415.736000000004,149.868000000002,607,1064.132,1714.96400000001,2544,1479.30875797191,3015.4634781128,56.845962168969,4551.61819825368,1593.00068230985,3072.30944028177,6144.61888056354,2258.12,3943.43999999999,702.439999999988,3241,6760,6016,6944,1640,386,CHoCH,,NONE,,NONE,,NONE,3508,860,4381.5,403,2415.5,1325,,,2544,1014.24800000001,67.8760000000038,697,1461.876,2550.852,3938,3144.84852351242,4389.11108183133,10678.8081288562,11923.0706871751,18212.7677341999,15067.9192106875,30135.838421375,1860.14666666667,7573.54666666666,7281.29333333333,14854.84,6760,6016,6944,1640,85,BOS,-196,BOS,,NONE,,NONE,18.2769093249895,130,189.077517843026,0,0,0,0
26.8333333333285,81,20.1666666666715,43,91.3333333333285,42,341.166666666672,51,615.666666666672,433.94666666667,321.526666666672,230.666666666672,139.806666666671,10.4466666666704,154.333333333328,14.368423738837,280.162869725144,251.42602224747,545.95731571145,517.220468233776,531.588891972607,1063.17778394521,14.9599999999627,376.446666666612,186.800000000003,563.246666666615,6184.33333333333,5440.33333333333,6368.33333333333,1064.33333333333,14.3333333333285,BOS,-6.66666666667152,CHoCH,,NONE,,NONE,70.8333333333285,167,,,,,1397.16666666667,117,754.333333333328,159.930666666667,725.534666666674,1182.66666666667,1639.79866666667,2290.63066666668,3119.66666666667,902.493193271002,2444.77400796275,639.78762142075,3987.05482265452,2182.06843611252,3084.56162938352,6169.12325876703,1682.45333333332,3367.77333333332,83.5599999999831,3284.21333333333,6184.33333333333,5440.33333333333,6368.33333333333,1064.33333333333,298.333333333328,BOS,-189.666666666672,CHoCH,,NONE,,NONE,2932.33333333333,860,4957.16666666667,403,1839.83333333333,1325,,,3119.66666666667,1589.91466666668,643.542666666675,121.333333333328,886.209333333332,1975.18533333333,3362.33333333333,3719.55036886515,3813.54893437165,11252.649672102,11346.6482376084,18785.7489753387,15066.1986064736,30132.3972129472,1284.48,6997.87999999999,7856.96000000001,14854.84,6184.33333333333,5440.33333333333,6368.33333333333,1064.33333333333,38.3333333333285,CHoCH,-68.6666666666715,CHoCH,,NONE,,NONE,15.6803007767399,246,171.957062530942,0,0,0,0
304.5,107,,,206.5,9,,,1259,1107.724,1014.13800000001,938.5,862.861999999994,755.173999999999,618,978.340769315386,1337.38994757968,619.291591051093,1696.43912584397,260.2424127868,718.09835652858,1436.19671305716,1143.56,1327.3866666667,624.51999999999,702.866666666712,7418,6674,7602,2298,186,BOS,,NONE,,NONE,,NONE,1155.5,207,,,532.5,101,163.5,117,1988,1073.736,508.131999999998,51,406.131999999998,1056.96400000001,1886,2120.29034270096,3671.63741709768,568.94326830424,5222.9844914944,982.403806092479,3102.69414879344,6205.38829758687,2916.12,4601.43999999999,1230.79999999999,3370.64,7418,6674,7602,2298,618,BOS,,NONE,,NONE,,NONE,1102.5,313,3723.5,403,3073.5,1325,,,1988,1073.736,508.131999999998,51,406.131999999998,1056.96400000001,1886,2482.77814599237,5047.4153040665,10012.9715960512,12577.6087541254,17543.1650461101,15060.3869001177,30120.7738002355,2518.14666666667,8231.54666666666,6623.29333333333,14854.84,7418,6674,7602,2298,67,BOS,-36,CHoCH,,NONE,,NONE,22.9153427938107,648,364.870395870769,0,0,0,0
258.666666666672,112,437.333333333328,86,81.6666666666715,58,290.333333333328,94,818.666666666672,667.390666666673,573.804666666678,498.166666666672,422.528666666665,314.840666666671,177.666666666672,441.511965222278,840.532544514848,42.4913859297085,1239.5531238074,356.529193362847,798.041158585131,1596.08231717026,684.426666666681,902.800000000003,178.720000000016,724.079999999987,6977.66666666667,6233.66666666667,7161.66666666667,1857.66666666667,131.666666666672,BOS,-254.333333333328,BOS,,NONE,,NONE,715.166666666672,207,,,92.1666666666715,101,603.833333333328,117,1547.66666666667,633.402666666676,67.7986666666693,389.333333333328,846.465333333326,1497.29733333334,2326.33333333333,1674.67823398593,3228.85275910185,120.503708870019,4783.02728421777,1433.6708162459,3108.34905023183,6216.69810046365,2475.78666666667,4161.10666666666,790.46666666666,3370.64,6977.66666666667,6233.66666666667,7161.66666666667,1857.66666666667,177.666666666672,BOS,,NONE,,NONE,,NONE,662.166666666672,313,4163.83333333333,403,2633.16666666667,1325,,,1547.66666666667,633.402666666676,67.7986666666693,389.333333333328,846.465333333326,1497.29733333334,2326.33333333333,2923.1114793257,4607.08197073317,10453.3049293846,12137.275420792,17983.4983794434,15060.3869001177,30120.7738002355,2077.81333333334,7791.21333333333,7063.62666666666,14854.84,6977.66666666667,6233.66666666667,7161.66666666667,1857.66666666667,20.6666666666715,BOS,-108.333333333328,CHoCH,,NONE,,NONE,20.116423757195,385,203.155130968368,0,0,0,0
191.5,87,109,86,40,22,,,173,138.520000000004,331.240000000005,487,642.759999999995,864.520000000004,1147,652.496726541009,1047.41101426573,257.582438816287,1442.32530199045,137.331848908434,789.828575449443,1579.65715089889,991.046666666662,1349.68000000004,325.01333333338,1024.66666666666,7306,6562,7490,2186,42,CHoCH,,NONE,,NONE,,NONE,1043.5,207,,,420.5,101,275.5,117,1876,961.736000000004,396.131999999998,61,518.131999999998,1168.96400000001,1998,2000.02366065294,3559.51600917823,440.531312127641,5119.00835770353,1118.96103639765,3118.9846970506,6237.96939410119,2804.12,4489.43999999999,1075.58666666666,3413.85333333333,7306,6562,7490,2186,506,BOS,,NONE,,NONE,,NONE,990.5,313,3835.5,403,2961.5,1325,,,1876,961.736000000004,396.131999999998,61,518.131999999998,1168.96400000001,1998,2593.51421457241,4935.17317069488,10122.2015998397,12463.8605559622,17650.888985107,15057.3747705346,30114.7495410692,2406.14666666667,8119.54666666666,6735.29333333333,14854.84,7306,6562,7490,2186,220,CHoCH,-45,BOS,,NONE,,NONE,19.4983586527162,409,283.032058416194,0,0,0,0
168.666666666672,112,232.333333333328,56,,,128.333333333328,36,7.33333333332848,145.157333333322,230.421333333332,299.333333333328,368.245333333325,466.357333333333,591.333333333328,162.039713206817,543.80553612324,219.726109709605,925.571359039677,601.491932626042,763.531645832858,1527.06329166572,573.346666666679,805.186666666705,170.473333333328,975.660000000033,6887.66666666667,6143.66666666667,7071.66666666667,1767.66666666667,41.6666666666715,BOS,-91.3333333333285,BOS,,NONE,,NONE,625.166666666672,207,,,2.16666666667152,101,203.333333333328,70,1457.66666666667,543.402666666676,22.2013333333307,479.333333333328,936.465333333326,1587.29733333334,2416.33333333333,1577.62702724701,3141.42117972711,13.8328747669148,4705.21533220721,1549.96127771318,3127.5883049602,6255.17660992039,2385.78666666667,4071.10666666666,657.253333333327,3413.85333333333,6887.66666666667,6143.66666666667,7071.66666666667,1767.66666666667,87.6666666666715,BOS,,NONE,,NONE,,NONE,572.166666666672,313,4253.83333333333,403,185.166666666672,385,,,1457.66666666667,543.402666666676,22.2013333333307,479.333333333328,936.465333333326,1587.29733333334,2416.33333333333,3010.80498066547,4516.70004501495,10538.3100063459,12044.2050706954,18065.8150320263,15055.0100513608,30110.0201027217,1987.81333333334,7701.21333333333,7153.62666666666,14854.84,6887.66666666667,6143.66666666667,7071.66666666667,1767.66666666667,87.6666666666715,BOS,-68.3333333333285,BOS,,NONE,,NONE,18.7383712800982,226,234.933935691439,1,2,2,2
111.333333333328,140,,,224.333333333328,98,,,793.333333333328,655.509333333335,570.245333333325,501.333333333328,432.421333333332,334.309333333324,209.333333333328,793.309048915631,1230.05219533788,356.565902493385,1666.79534176014,80.1772439288761,873.486292844502,1746.972585689,530.82666666666,1147.03999999999,27.2533333333413,1174.29333333333,7688.33333333333,6944.33333333333,7872.33333333333,2568.33333333333,25.3333333333285,BOS,-38.6666666666715,BOS,,NONE,,NONE,714.333333333328,270,,,548.833333333328,61,451.166666666672,249,2258.33333333333,1344.06933333333,778.465333333326,321.333333333328,135.798666666669,786.630666666679,1615.66666666667,2357.91835556888,3933.10004354939,782.736667588368,5508.28173152992,792.445020392159,3150.36337596104,6300.72675192207,3186.45333333332,4871.77333333332,1414.70666666665,3457.06666666667,7688.33333333333,6944.33333333333,7872.33333333333,2568.33333333333,270.333333333328,BOS,,NONE,,NONE,,NONE,1372.83333333333,313,3453.16666666667,403,985.833333333328,385,,,2258.33333333333,1344.06933333333,778.465333333326,321.333333333328,135.798666666669,786.630666666679,1615.66666666667,2210.13831399882,5317.36671168161,9737.64333967924,12844.871737362,17265.1483653597,15055.0100513608,30110.0201027217,2788.48,8501.87999999999,6352.96000000001,14854.84,7688.33333333333,6944.33333333333,7872.33333333333,2568.33333333333,10.3333333333285,BOS,-838.666666666672,BOS,,NONE,,NONE,32.4591864603752,261,343.211529757306,0,0,0,0
256.833333333328,63,1257.16666666667,141,,,644.166666666672,207,1327.66666666667,1119.98666666668,991.506666666668,887.666666666672,783.826666666675,635.986666666679,447.666666666672,533.262768173547,104.22411432043,962.301422026663,324.814539532686,1391.34007587978,858.077307706227,1716.15461541245,730.013333333336,191.346666666665,1268.68000000001,1077.33333333334,6447.33333333333,5703.33333333333,6631.33333333333,1327.33333333333,12.3333333333285,CHoCH,-15.6666666666715,CHoCH,,NONE,,NONE,184.833333333328,207,526.666666666672,270,,,692.166666666672,61,1017.33333333333,103.069333333333,462.534666666674,919.666666666672,1376.79866666667,2027.63066666668,2856.66666666667,1100.31423059672,2685.77856755871,485.150106365269,4271.2429045207,2070.61444332726,3170.92867392397,6341.85734784794,1945.45333333332,3630.77333333332,130.493333333317,3500.28,6447.33333333333,5703.33333333333,6631.33333333333,1327.33333333333,73.3333333333285,CHoCH,-352.666666666672,BOS,,NONE,,NONE,131.833333333328,313,4694.16666666667,403,2102.83333333333,1325,255.166666666672,385,1017.33333333333,103.069333333333,462.534666666674,919.666666666672,1376.79866666667,2027.63066666668,2856.66666666667,3449.0211941747,4075.68899585365,10973.731384203,11600.399185882,18498.4415742314,15049.4203800567,30098.8407601134,1547.48,7260.87999999999,7593.96000000001,14854.84,6447.33333333333,5703.33333333333,6631.33333333333,1327.33333333333,11.3333333333285,BOS,-63.6666666666715,BOS,,NONE,,NONE,50.1484586330698,1454,1441.20610927512,0,0,0,0
,,905.166666666672,141,,,292.166666666672,207,553.333333333328,192.489333333331,30.7446666666656,211.166666666672,391.588666666677,648.460666666666,975.666666666672,109.42530296772,276.127898346676,494.978504282117,661.681099661073,880.531705596513,771.106402628788,1542.21280525758,42.1466666666529,537.719999999987,378.013333333336,915.733333333323,6799.33333333333,6055.33333333333,6983.33333333333,1679.33333333333,8.33333333332848,BOS,-8.66666666667152,BOS,,NONE,,NONE,536.833333333328,207,885.166666666672,181,,,149.166666666672,493,1369.33333333333,455.069333333333,110.534666666674,567.666666666672,1024.79866666667,1675.63066666668,2504.66666666667,1420.92670643311,3005.87307762058,164.019664754363,4590.81944880805,1748.96603594183,3169.89274237494,6339.78548474988,2297.45333333332,3982.77333333332,396.066666666651,3586.70666666667,6799.33333333333,6055.33333333333,6983.33333333333,1679.33333333333,425.333333333328,CHoCH,-0.666666666671517,BOS,,NONE,,NONE,483.833333333328,313,4342.16666666667,403,2454.83333333333,1325,,,1369.33333333333,455.069333333333,110.534666666674,567.666666666672,1024.79866666667,1675.63066666668,2504.66666666667,3092.92469877606,4427.44371060569,10613.2931081578,11947.8121199874,18133.6615175395,15040.7368187635,30081.473637527,1899.48,7612.87999999999,7241.96000000001,14854.84,6799.33333333333,6055.33333333333,6983.33333333333,1679.33333333333,124.333333333328,BOS,-0.666666666671517,BOS,,NONE,,NONE,48.2070238878282,3793,2421.70396678458,0,0,0,0
,,243.666666666672,278,,,1108.66666666667,4,1820.66666666667,1613.22266666667,1484.88866666667,1381.16666666667,1277.44466666668,1129.77266666667,941.666666666672,1164.03854132385,552.866355953578,1775.21072669413,58.3058294167131,2386.38291206442,1222.34437074057,2444.68874148113,1447.62666666668,254.826666666777,1618.02666666669,1363.19999999991,5304.33333333333,4560.33333333333,5488.33333333333,184.333333333328,13.3333333333285,BOS,-359.666666666672,BOS,,NONE,,NONE,1851.83333333333,459,1502.16666666667,243,,,1644.16666666667,493,125.666666666672,1039.93066666667,1605.53466666667,2062.66666666667,2519.79866666667,3170.63066666668,3999.66666666667,116.653944509249,1430.03579006903,1663.34367908753,2976.72552464731,3210.03341366581,3093.37946915655,6186.75893831311,802.453333333324,2487.77333333332,1098.93333333335,3586.70666666667,5304.33333333333,4560.33333333333,5488.33333333333,184.333333333328,303.333333333328,CHoCH,-499.666666666672,CHoCH,,NONE,,NONE,2052.33333333333,860,2000.16666666667,941,959.833333333328,1325,,,125.666666666672,1039.93066666667,1605.53466666667,2062.66666666667,2519.79866666667,3170.63066666668,3999.66666666667,4576.39824653014,2934.76082685323,12087.5573199135,10445.9199002366,19598.7163932969,15022.3181467668,30044.6362935335,404.479999999996,6117.87999999999,8736.96000000001,14854.84,5304.33333333333,4560.33333333333,5488.33333333333,184.333333333328,63.3333333333285,CHoCH,-62.6666666666715,CHoCH,,NONE,,NONE,56.4251852403354,1747,1830.61715287715,0,0,0,0
728.5,207,157.5,141,350.5,107,,,2332,1881.24000000001,1602.38,1377,1151.62,830.740000000005,422,997.952530911774,1615.15827486619,380.746786957359,2232.36401882062,236.45895699707,1234.41148790884,2468.82297581769,805.066666666666,1504.79999999997,14.1333333333314,1518.93333333331,7547,6803,7731,2427,40,CHoCH,-116,BOS,,NONE,,NONE,1756.5,479,137.5,181,1318.5,87,24.5,45,228,325.419999999998,667.789999999994,944.5,1221.21000000001,1615.17,2117,2036.82044250607,3577.60305403758,496.037830974557,5118.38566556908,1044.74478055694,3081.56522306301,6163.13044612603,3045.12,4730.43999999999,1014.09333333332,3716.34666666666,7547,6803,7731,2427,129,BOS,,NONE,,NONE,,NONE,242.5,941,3594.5,403,3202.5,1325,,,2117,1202.736,637.131999999998,180,277.131999999998,927.964000000007,1757,2319.84229564646,5180.49565696801,9820.18024826093,12680.8336095825,17320.5182008754,15000.6759052289,30001.3518104579,2647.14666666667,8360.54666666666,6494.29333333333,14854.84,7547,6803,7731,2427,93,CHoCH,-131,BOS,,NONE,,NONE,63.7882650039015,1525,2144.74571884454,0,0,0,0
373.166666666672,189,78.8333333333285,207,23.1666666666715,29,261.333333333328,156,1524.66666666667,1073.90666666668,795.046666666676,569.666666666672,344.286666666667,23.4066666666768,385.333333333328,173.162835281793,790.797873876014,444.472203312427,1408.43291247022,1062.10724190663,1235.27007718843,2470.54015437686,2.26666666666279,680.39999999998,821.46666666666,1501.86666666664,6739.66666666667,5995.66666666667,6923.66666666667,1619.66666666667,17.6666666666715,BOS,-51.3333333333285,BOS,,NONE,,NONE,949.166666666672,479,944.833333333328,181,511.166666666672,87,1399.83333333333,249,1035.33333333333,481.91333333333,139.543333333335,137.166666666672,413.876666666678,807.83666666667,1309.66666666667,1216.59501371648,2758.08795412046,324.89792668751,4299.58089452445,1866.3908670915,3082.98588080797,6165.97176161594,2237.78666666667,3923.10666666666,206.759999999995,3716.34666666666,6739.66666666667,5995.66666666667,6923.66666666667,1619.66666666667,365.666666666672,CHoCH,-60.3333333333285,BOS,,NONE,,NONE,3487.66666666667,860,564.833333333328,941,2395.16666666667,1325,,,1309.66666666667,395.402666666676,170.201333333331,627.333333333328,1084.46533333333,1735.29733333334,2564.33333333333,3116.60705635705,4372.31844730895,10605.5325600231,11861.243950975,18094.4580636891,14977.851007332,29955.702014664,1839.81333333334,7553.21333333333,7301.62666666666,14854.84,6739.66666666667,5995.66666666667,6923.66666666667,1619.66666666667,64.6666666666715,BOS,-60.3333333333285,BOS,,NONE,,NONE,60.0540965484851,1349,1492.7710014213,0,0,0,0
84.3333333333285,100,,,401.833333333328,135,,,1018.33333333333,763.925333333333,606.537333333326,479.333333333328,352.129333333331,171.025333333324,59.6666666666715,957.968098528348,1609.4381078431,306.498089213594,2260.90811715787,344.971920101176,1302.94001862952,2605.88003725905,427.533333333326,1332.06666666664,67.4000000000087,1399.46666666665,7647.33333333333,6903.33333333333,7831.33333333333,2527.33333333333,109.333333333328,CHoCH,-15.6666666666715,BOS,,NONE,,NONE,1856.83333333333,479,37.1666666666715,181,1418.83333333333,87,492.166666666672,249,127.666666666672,425.753333333327,768.123333333322,1044.83333333333,1321.54333333333,1715.50333333333,2217.33333333333,2005.57049093387,3563.22361750361,447.917364364126,5120.87674407334,1109.7357622056,3115.30625313947,6230.61250627895,3145.45333333332,4830.77333333332,984.786666666652,3845.98666666666,7647.33333333333,6903.33333333333,7831.33333333333,2527.33333333333,229.333333333328,BOS,,NONE,,NONE,,NONE,342.833333333328,941,3494.16666666667,403,3302.83333333333,1325,,,2217.33333333333,1303.06933333333,737.465333333326,280.333333333328,176.798666666669,827.630666666679,1656.66666666667,2204.43419840615,5278.99719493133,9687.86559174363,12762.4285882688,17171.2969850811,14966.862786675,29933.7255733499,2747.48,8460.87999999999,6203.51333333334,14664.3933333333,7647.33333333333,6903.33333333333,7831.33333333333,2527.33333333333,193.333333333328,CHoCH,-30.6666666666715,BOS,,NONE,,NONE,28.1925758880463,1158,956.147664477556,0,0,0,0
11.5,213,485.5,107,,,277.5,23,297,42.5920000000042,114.796000000002,242,369.203999999998,550.308000000005,781,216.082161166167,864.900747095569,432.736424763236,1513.71933302497,1081.55501069264,1297.63717185881,2595.27434371762,293.800000000003,559.533333333311,788.733333333337,1348.26666666665,6926,6182,7110,1806,37,BOS,-53,BOS,,NONE,,NONE,1135.5,479,758.5,181,697.5,87,1213.5,249,1711,1106.84,733.080000000002,431,128.919999999998,301.160000000003,849,1236.56293057172,2801.03200534252,327.906144199093,4365.50108011333,1892.3752189699,3128.93814954162,6257.87629908323,3115.53333333333,4109.43999999999,177.026666666658,3932.41333333333,6926,6182,7110,1806,92,CHoCH,-199,CHoCH,,NONE,,NONE,3674,860,378.5,941,2581.5,1325,,,1496,581.736000000004,16.1319999999978,441,898.131999999998,1548.96400000001,2378,2920.97237592828,4556.25554011854,10398.2002919751,12033.4834561654,17875.4282080219,14954.4558320936,29908.9116641873,2026.14666666667,7739.54666666666,6924.84666666666,14664.3933333333,6926,6182,7110,1806,126,BOS,-30,BOS,,NONE,,NONE,35.3776665408342,1165,1026.74789848486,0,0,0,0
